OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Match_Confidence_Score
pakistani_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13316,Dining and Drinking > Restaurant > Pakistani Restaurant,1.000
wine_bar,Food & Dining,Food & Dining,Dining and Drinking,13025,Dining and Drinking > Bar > Wine Bar,1.000
theme_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13354,Dining and Drinking > Restaurant > Theme Restaurant,1.000
polish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13324,Dining and Drinking > Restaurant > Polish Restaurant,1.000
meat_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
bartending_school,Food & Dining,Food & Dining,Dining and Drinking,13003,Dining and Drinking > Bar,0.950
colombian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13133,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Colombian Restaurant,1.000
brazilian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13079,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant,1.000
chilean_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
hungarian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13197,Dining and Drinking > Restaurant > Hungarian Restaurant,1.000
comfort_food_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13134,Dining and Drinking > Restaurant > Comfort Food Restaurant,1.000
austrian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13074,Dining and Drinking > Restaurant > Austrian Restaurant,1.000
gay_bar,Food & Dining,Food & Dining,Dining and Drinking,13011,Dining and Drinking > Bar > Gay Bar,1.000
kurdish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13296,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Kurdish Restaurant,1.000
serbo_croatian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
food_truck,Food & Dining,Food & Dining,Dining and Drinking,13054,Dining and Drinking > Food Truck,1.000
tapas_bar,Food & Dining,Food & Dining,Dining and Drinking,13003,Dining and Drinking > Bar,0.950
pan_asian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
wrap_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
bangladeshi_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13075,Dining and Drinking > Restaurant > Bangladeshi Restaurant,1.000
lounge,Food & Dining,Food & Dining,Dining and Drinking,13016,Dining and Drinking > Bar > Lounge,1.000
cambodian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13096,Dining and Drinking > Restaurant > Asian Restaurant > Cambodian Restaurant,1.000
swiss_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13349,Dining and Drinking > Restaurant > Swiss Restaurant,1.000
pizza_delivery_service,Food & Dining,Food & Dining,Dining and Drinking,13039,Dining and Drinking > Restaurant > Deli,0.950
cocktail_bar,Food & Dining,Food & Dining,Dining and Drinking,13009,Dining and Drinking > Bar > Cocktail Bar,1.000
haitian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
turkish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13356,Dining and Drinking > Restaurant > Turkish Restaurant,1.000
soup_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
spanish_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13345,Dining and Drinking > Restaurant > Spanish Restaurant,1.000
arabian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
empanadas,Food & Dining,Food & Dining,Dining and Drinking,13084,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Empada House,0.267
public_relations,Food & Dining,Food & Dining,Dining and Drinking,13018,Dining and Drinking > Bar > Pub,0.950
dominican_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
popcorn_shop,Food & Dining,Food & Dining,Dining and Drinking,13043,Dining and Drinking > Donut Shop,0.555
piano_bar,Food & Dining,Food & Dining,Dining and Drinking,13017,Dining and Drinking > Bar > Piano Bar,1.000
whiskey_bar,Food & Dining,Food & Dining,Dining and Drinking,13003,Dining and Drinking > Bar,0.950
b2b_agriculture_and_food,Food & Dining,Food & Dining,Dining and Drinking,13145,Dining and Drinking > Restaurant > Fast Food Restaurant,0.327
coffee_roastery,Food & Dining,Food & Dining,Dining and Drinking,13032,"Dining and Drinking > Cafe, Coffee, and Tea House",0.807
food_banks,Food & Dining,Food & Dining,Dining and Drinking,13053,Dining and Drinking > Food Stand,0.580
fast_food_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13145,Dining and Drinking > Restaurant > Fast Food Restaurant,1.000
restaurant_management,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
noodles_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
paraguayan_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
korean_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13289,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,1.000
iberian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
food_delivery_service,Food & Dining,Food & Dining,Dining and Drinking,13039,Dining and Drinking > Restaurant > Deli,0.950
chinese_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13099,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,1.000
bakery,Food & Dining,Food & Dining,Dining and Drinking,13002,Dining and Drinking > Bakery,1.000
taiwanese_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13128,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Taiwanese Restaurant,1.000
butcher_shop,Food & Dining,Food & Dining,Dining and Drinking,13042,Dining and Drinking > Dessert Shop > Cupcake Shop,0.567
latin_american_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13297,Dining and Drinking > Restaurant > Latin American Restaurant,1.000
dive_bar,Food & Dining,Food & Dining,Dining and Drinking,13010,Dining and Drinking > Bar > Dive Bar,1.000
panamanian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
costa_rican_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
nigerian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
vegetarian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
seafood_wholesaler,Food & Dining,Food & Dining,Dining and Drinking,13338,Dining and Drinking > Restaurant > Seafood Restaurant,0.567
italian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13236,Dining and Drinking > Restaurant > Italian Restaurant,1.000
patisserie_cake_shop,Food & Dining,Food & Dining,Dining and Drinking,13042,Dining and Drinking > Dessert Shop > Cupcake Shop,0.450
uzbek_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
winery,Food & Dining,Food & Dining,Dining and Drinking,13387,Dining and Drinking > Winery,1.000
chicken_wings_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
ecuadorian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
burmese_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13094,Dining and Drinking > Restaurant > Asian Restaurant > Burmese Restaurant,1.000
australian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13073,Dining and Drinking > Restaurant > Australian Restaurant,1.000
international_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
falafel_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13144,Dining and Drinking > Restaurant > Falafel Restaurant,1.000
caribbean_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13097,Dining and Drinking > Restaurant > Caribbean Restaurant,1.000
delicatessen,Food & Dining,Food & Dining,Dining and Drinking,13039,Dining and Drinking > Restaurant > Deli,0.950
brewery,Food & Dining,Food & Dining,Dining and Drinking,13029,Dining and Drinking > Brewery,1.000
ethiopian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13143,Dining and Drinking > Restaurant > African Restaurant > Ethiopian Restaurant,1.000
russian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13329,Dining and Drinking > Restaurant > Russian Restaurant,1.000
georgian_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
flatbread_restaurant,Food & Dining,Food & Dining,Dining and Drinking,13065,Dining and Drinking > Restaurant,0.950
